category,id,date,rank,ratings
Aftershave,ASLD96KZFSYZUDZZ,2021-10-04,17.0,1160.0
Aftershave,ASLD96KZFSYZUDZZ,2021-10-05,14.0,1162.0
Aftershave,ASLD96KZH4FBT93A,2021-10-01,67.0,409.0
Aftershave,ASLD96KZH4FBT93A,2021-10-02,66.0,409.0
Aftershave,ASLD96KZH4FBT93A,2021-10-03,63.0,409.0
Aftershave,ASLD96KZTG8PGKRF,2021-10-02,4.0,5630.0
Aftershave,ASLD96KZTG8PGKRF,2021-10-04,4.0,5634.0
Aftershave,ASLD96KZTG8PGKRF,2021-10-05,4.0,5645.0
Aftershave,ASLD96KZXAXKWF5K,2021-10-01,3.0,3452.0
Aftershave,ASLD96KZXAXKWF5K,2021-10-02,3.0,3455.0
Aftershave,ASLD96KZXAXKWF5K,2021-10-03,3.0,3467.0
Aftershave,ASLD96KZXAXKWF5K,2021-10-04,3.0,3467.0
Aftershave,ASLD96KZXAXKWF5K,2021-10-05,3.0,3499.0
Aftershave,ASLD96KZYFB9SYHF,2021-10-04,61.0,262.0
Aftershave,ASLD96KZYFB9SYHF,2021-10-05,58.0,262.0
Aftershave,ASLDAH2GPQQQSHUH,2021-10-01,31.0,4759.0
Aftershave,ASLDAH2GPQQQSHUH,2021-10-02,33.0,4760.0
Aftershave,ASLDAH2GPQQQSHUH,2021-10-03,32.0,4760.0
Aftershave,ASLDAH2GPQQQSHUH,2021-10-04,34.0,4763.0
Aftershave,ASLDAH2GPQQQSHUH,2021-10-05,32.0,4763.0
Aftershave,ASLDGQG8Z39RGUT6,2021-10-01,33.0,625.0
Aftershave,ASLDGQG8Z39RGUT6,2021-10-02,37.0,625.0
Aftershave,ASLDGQG8Z39RGUT6,2021-10-03,35.0,625.0
Aftershave,ASLDGQG8Z39RGUT6,2021-10-04,37.0,625.0
Aftershave,ASLDGQG8Z39RGUT6,2021-10-05,37.0,625.0
Aftershave,ASLDHZJNNGVDHFDN,2021-10-01,25.0,1642.0
Aftershave,ASLDHZJNNGVDHFDN,2021-10-02,24.0,1642.0
Aftershave,ASLDHZJNNGVDHFDN,2021-10-03,23.0,1644.0
Aftershave,ASLDHZJNNGVDHFDN,2021-10-04,25.0,1648.0
Aftershave,ASLDHZJNNGVDHFDN,2021-10-05,26.0,1649.0
Aftershave,ASLDNHXVGJEVA5ZD,2021-10-01,10.0,2917.0
Aftershave,ASLDNHXVGJEVA5ZD,2021-10-02,17.0,2919.0
Aftershave,ASLDNHXVGJEVA5ZD,2021-10-03,21.0,2921.0
Aftershave,ASLDNHXVGJEVA5ZD,2021-10-04,19.0,2925.0
Aftershave,ASLDNHXVGJEVA5ZD,2021-10-05,25.0,2925.0
Aftershave,ASLDQGNYUMNG36GT,2021-10-05,141.0,126.0
Aftershave,ASLDQJP65PHAMQ8Q,2021-10-01,165.0,53.0
Aftershave,ASLDQJP65PHAMQ8Q,2021-10-02,177.0,53.0
Aftershave,ASLDQJP65PHAMQ8Q,2021-10-03,335.0,53.0
Aftershave,ASLDQJP65PHAMQ8Q,2021-10-05,298.0,53.0
Aftershave,ASLDQJP6FBHXSAJF,2021-10-01,83.0,57.0
Aftershave,ASLDQJP6FBHXSAJF,2021-10-02,93.0,57.0
Aftershave,ASLDQJP6FBHXSAJF,2021-10-03,93.0,57.0
Aftershave,ASLDQJP6FBHXSAJF,2021-10-04,95.0,57.0
Aftershave,ASLDQJP6HAUM2WH6,2021-10-01,318.0,74.0
Aftershave,ASLDQJP6HAUM2WH6,2021-10-02,322.0,74.0
Aftershave,ASLDR7ANN28D2THS,2021-10-01,333.0,55.0
Aftershave,ASLDTAZ7YZQZFFEZ,2021-10-02,294.0,52.0
Aftershave,ASLDTAZ7YZQZFFEZ,2021-10-03,286.0,52.0
Aftershave,ASLDTAZ7YZQZFFEZ,2021-10-05,250.0,52.0
Aftershave,ASLDUHHKPPFEDEZN,2021-10-01,125.0,20.0
Aftershave,ASLDVJSVF8XNYVZY,2021-10-01,330.0,123.0
Aftershave,ASLDVJSVF8XNYVZY,2021-10-05,319.0,123.0
Aftershave,ASLDZ6GP3CGYFMFQ,2021-10-01,317.0,20.0
Aftershave,ASLDZ6GP3CGYFMFQ,2021-10-02,293.0,20.0
Aftershave,ASLDZ6GP3CGYFMFQ,2021-10-05,286.0,20.0
Aftershave,ASLE46YHJNDGZ8Z3,2021-10-01,123.0,59.0
Aftershave,ASLE46YHJNDGZ8Z3,2021-10-02,150.0,59.0
Aftershave,ASLE46YHJNDGZ8Z3,2021-10-03,147.0,59.0
Aftershave,ASLE46YHMYGKAKDQ,2021-10-01,51.0,375.0
Aftershave,ASLE46YHMYGKAKDQ,2021-10-02,54.0,375.0
Aftershave,ASLE46YHMYGKAKDQ,2021-10-04,51.0,375.0
Aftershave,ASLE46YHMYGKAKDQ,2021-10-05,45.0,375.0
Aftershave,ASLE46YHXHGGHGAK,2021-10-01,106.0,56.0
Aftershave,ASLE46YHXHGGHGAK,2021-10-04,62.0,56.0
Aftershave,ASLE46YHXHGGHGAK,2021-10-05,59.0,56.0
Aftershave,ASLE4M5ZZFKXVZQ8,2021-10-01,13.0,7641.0
Aftershave,ASLE4M5ZZFKXVZQ8,2021-10-02,13.0,7643.0
Aftershave,ASLE4M5ZZFKXVZQ8,2021-10-03,15.0,7643.0
Aftershave,ASLE4M5ZZFKXVZQ8,2021-10-04,15.0,7648.0
Aftershave,ASLE4M5ZZFKXVZQ8,2021-10-05,15.0,7661.0
Aftershave,ASLE4VN2Q6KRDYWD,2021-10-01,179.0,67.0
Aftershave,ASLE4VN2Q6KRDYWD,2021-10-02,190.0,67.0
Aftershave,ASLE4VN2Q6KRDYWD,2021-10-03,253.0,67.0
Aftershave,ASLE4VN2Q6KRDYWD,2021-10-04,141.0,67.0
Aftershave,ASLE4VN2Q6KRDYWD,2021-10-05,131.0,67.0
Aftershave,ASLE4VN2XNECR4ZU,2021-10-01,286.0,90.0
Aftershave,ASLE4VN2XNECR4ZU,2021-10-02,298.0,90.0
Aftershave,ASLE4VN2XNECR4ZU,2021-10-03,290.0,90.0
Aftershave,ASLE4VN2XNECR4ZU,2021-10-04,175.0,90.0
Aftershave,ASLE4VN2XNECR4ZU,2021-10-05,249.0,90.0
Aftershave,ASLE8PZZD6CSETXF,2021-10-01,9.0,9266.0
Aftershave,ASLE8PZZD6CSETXF,2021-10-02,10.0,9270.0
Aftershave,ASLE8PZZD6CSETXF,2021-10-03,8.0,9278.0
Aftershave,ASLE8PZZD6CSETXF,2021-10-04,5.0,9285.0
Aftershave,ASLE8PZZD6CSETXF,2021-10-05,5.0,9295.0
Aftershave,ASLEB5BUCXBYHPPM,2021-10-01,116.0,138.0
Aftershave,ASLEB5BUCXBYHPPM,2021-10-04,102.0,138.0
Aftershave,ASLEB5BUCXBYHPPM,2021-10-05,81.0,139.0
Aftershave,ASLEE97HQMVVXZGF,2021-10-01,374.0,248.0
Aftershave,ASLEE97HQMVVXZGF,2021-10-02,378.0,248.0
Aftershave,ASLEE97HQMVVXZGF,2021-10-03,374.0,248.0
Aftershave,ASLEE97HQMVVXZGF,2021-10-05,371.0,248.0
Aftershave,ASLEFN9DPY4PY8TS,2021-10-01,30.0,1052.0
Aftershave,ASLEFN9DPY4PY8TS,2021-10-02,34.0,1052.0
Aftershave,ASLEFN9DPY4PY8TS,2021-10-03,33.0,1052.0
Aftershave,ASLEFN9DPY4PY8TS,2021-10-04,31.0,1052.0
Aftershave,ASLEFN9DPY4PY8TS,2021-10-05,29.0,1052.0
Aftershave,ASLEGDV8ZP3GJXHG,2021-10-01,26.0,2155.0
Aftershave,ASLEGDV8ZP3GJXHG,2021-10-02,31.0,2157.0
Aftershave,ASLEGDV8ZP3GJXHG,2021-10-03,29.0,2157.0
Aftershave,ASLEGDV8ZP3GJXHG,2021-10-04,29.0,2160.0
Aftershave,ASLEGDV8ZP3GJXHG,2021-10-05,31.0,2161.0
Aftershave,ASLEGKRJBJRYJSZZ,2021-10-01,34.0,1358.0
Aftershave,ASLEGKRJBJRYJSZZ,2021-10-02,35.0,1358.0
Aftershave,ASLEGKRJBJRYJSZZ,2021-10-03,34.0,1358.0
Aftershave,ASLEGKRJBJRYJSZZ,2021-10-04,35.0,1358.0
Aftershave,ASLEGKRJBJRYJSZZ,2021-10-05,35.0,1358.0
Aftershave,ASLEHRSGBXK63AW5,2021-10-01,221.0,11.0
Aftershave,ASLEHRSGBXK63AW5,2021-10-03,195.0,11.0
Aftershave,ASLEHRSGBXK63AW5,2021-10-04,235.0,11.0
Aftershave,ASLEHRSGBXK63AW5,2021-10-05,295.0,11.0
Aftershave,ASLEPAV8YM6YA9VF,2021-10-01,24.0,472.0
Aftershave,ASLEPAV8YM6YA9VF,2021-10-02,25.0,473.0
Aftershave,ASLEPAV8YM6YA9VF,2021-10-03,31.0,473.0
Aftershave,ASLEPAV8YM6YA9VF,2021-10-04,26.0,473.0
Aftershave,ASLEPAV8YM6YA9VF,2021-10-05,27.0,473.0
Aftershave,ASLER2NDQ6GP7ZVZ,2021-10-01,185.0,102.0
Aftershave,ASLER2NDQ6GP7ZVZ,2021-10-02,130.0,102.0
Aftershave,ASLER2NDQ6GP7ZVZ,2021-10-05,122.0,102.0
Aftershave,ASLER3B22YYJUVGG,2021-10-02,62.0,149.0
Aftershave,ASLER3B22YYJUVGG,2021-10-04,41.0,150.0
Aftershave,ASLERYSWP9ANHZRV,2021-10-01,352.0,36.0
Aftershave,ASLERYSWP9ANHZRV,2021-10-02,327.0,36.0
Aftershave,ASLERYSWP9ANHZRV,2021-10-03,321.0,36.0
Aftershave,ASLERYSWP9ANHZRV,2021-10-05,331.0,36.0
Aftershave,ASLETEGPHTHUKWUT,2021-10-01,17.0,1396.0
Aftershave,ASLETEGPHTHUKWUT,2021-10-02,14.0,1399.0
Aftershave,ASLETEGPHTHUKWUT,2021-10-03,10.0,1399.0
Aftershave,ASLETEGPHTHUKWUT,2021-10-04,11.0,1405.0
Aftershave,ASLETEGPHTHUKWUT,2021-10-05,7.0,1408.0
Aftershave,ASLETEHY4ZSZUCTZ,2021-10-01,18.0,3609.0
Aftershave,ASLETEHY4ZSZUCTZ,2021-10-03,14.0,3611.0
Aftershave,ASLETEHY4ZSZUCTZ,2021-10-04,13.0,3614.0
Aftershave,ASLETEHYEHKBDWXG,2021-10-01,29.0,1046.0
Aftershave,ASLETEHYEHKBDWXG,2021-10-02,32.0,1046.0
Aftershave,ASLETEHYEHKBDWXG,2021-10-03,27.0,1048.0
Aftershave,ASLETEHYEHKBDWXG,2021-10-04,14.0,1049.0
Aftershave,ASLETEHYEHKBDWXG,2021-10-05,11.0,1049.0
Aftershave,ASLETEHYUZM3QSRX,2021-10-01,21.0,125.0
Aftershave,ASLETEHYUZM3QSRX,2021-10-02,23.0,125.0
Aftershave,ASLETEHYUZM3QSRX,2021-10-03,26.0,129.0
Aftershave,ASLETEHYUZM3QSRX,2021-10-04,32.0,133.0
Aftershave,ASLETEHYUZM3QSRX,2021-10-05,34.0,136.0
Aftershave,ASLETEHYWCUHEBGW,2021-10-01,32.0,938.0
Aftershave,ASLETEHYWCUHEBGW,2021-10-02,26.0,939.0
Aftershave,ASLETEHYWCUHEBGW,2021-10-03,25.0,940.0
Aftershave,ASLETEHYWCUHEBGW,2021-10-04,27.0,940.0
Aftershave,ASLETEHYWCUHEBGW,2021-10-05,19.0,944.0
Aftershave,ASLEVCM7HS96ADCV,2021-10-01,350.0,51.0
Aftershave,ASLEVCM7HS96ADCV,2021-10-02,355.0,51.0
Aftershave,ASLEVCM7HS96ADCV,2021-10-05,350.0,51.0
Aftershave,ASLEVCPYDMWUPAMK,2021-10-01,315.0,79.0
Aftershave,ASLEVCPYDMWUPAMK,2021-10-02,307.0,79.0
Aftershave,ASLEVCPYDMWUPAMK,2021-10-03,299.0,79.0
Aftershave,ASLEW62XSGYZX4SQ,2021-10-01,55.0,429.0
Aftershave,ASLEW62XSGYZX4SQ,2021-10-02,58.0,429.0
Aftershave,ASLEW62XSGYZX4SQ,2021-10-03,46.0,429.0
Aftershave,ASLEW62XSGYZX4SQ,2021-10-05,43.0,431.0
Aftershave,ASLEWDYZVAU2MXDV,2021-10-01,66.0,141.0
Aftershave,ASLEWDYZVAU2MXDV,2021-10-02,74.0,141.0
Aftershave,ASLEWDYZVAU2MXDV,2021-10-03,87.0,141.0
Aftershave,ASLEWDYZVAU2MXDV,2021-10-04,74.0,141.0
Aftershave,ASLEWDYZVAU2MXDV,2021-10-05,46.0,141.0
Aftershave,ASLEWDYZZJVNANTY,2021-10-01,178.0,24.0
Aftershave,ASLEWDYZZJVNANTY,2021-10-02,131.0,24.0
Aftershave,ASLEWDYZZJVNANTY,2021-10-03,129.0,24.0
Aftershave,ASLEXRFD7PZHKGGD,2021-10-02,40.0,158.0
Aftershave,ASLEXRFD7PZHKGGD,2021-10-03,39.0,158.0
Aftershave,ASLEYBFUAXJG5DTB,2021-10-01,343.0,175.0
Aftershave,ASLEYBFUAXJG5DTB,2021-10-03,318.0,175.0
Aftershave,ASLEYBFUAXJG5DTB,2021-10-04,182.0,175.0
Aftershave,ASLEYBFUAXJG5DTB,2021-10-05,169.0,175.0
Aftershave,ASLEYBFUGFYH56XZ,2021-10-01,253.0,43.0
Aftershave,ASLEYBFUGFYH56XZ,2021-10-02,281.0,43.0
Aftershave,ASLEYBFUGFYH56XZ,2021-10-05,226.0,44.0
Aftershave,ASLF2GDJBKGG8A3H,2021-10-02,346.0,37.0
Aftershave,ASLF2GDJBKGG8A3H,2021-10-04,183.0,37.0
Aftershave,ASLF2GDJBKGG8A3H,2021-10-05,170.0,37.0
Aftershave,ASLF2GEMCZNFP5RK,2021-10-03,206.0,3.0
Aftershave,ASLF2GEMCZNFP5RK,2021-10-04,178.0,3.0
Aftershave,ASLF2RDY59PT2CWJ,2021-10-01,169.0,21.0
Aftershave,ASLF2RDY59PT2CWJ,2021-10-02,169.0,21.0
Aftershave,ASLF2RDY59PT2CWJ,2021-10-05,182.0,21.0
Aftershave,ASLF2RDYNCK3VBAT,2021-10-01,262.0,37.0
Aftershave,ASLF2RDYNCK3VBAT,2021-10-02,233.0,37.0
Aftershave,ASLF2RDYNCK3VBAT,2021-10-03,225.0,37.0
Aftershave,ASLF2RDYNCK3VBAT,2021-10-04,171.0,37.0
Aftershave,ASLF2RDYPFBYZSPR,2021-10-01,161.0,20.0
Aftershave,ASLF2RDYPFBYZSPR,2021-10-02,183.0,20.0
Aftershave,ASLF2RDYPFBYZSPR,2021-10-03,175.0,20.0
Aftershave,ASLF2RDYPFBYZSPR,2021-10-04,185.0,20.0
Aftershave,ASLF2RDYPFBYZSPR,2021-10-05,173.0,20.0
Aftershave,ASLF2RDYTFF4FY5B,2021-10-01,153.0,5.0
Aftershave,ASLF2RDYTFF4FY5B,2021-10-02,158.0,5.0
Aftershave,ASLF2RDYTFF4FY5B,2021-10-03,155.0,5.0
Aftershave,ASLF2RDYTQ8KXGC8,2021-10-03,165.0,26.0
Aftershave,ASLF2RDYTQ8KXGC8,2021-10-04,193.0,26.0
Aftershave,ASLF2RDYZ5WWG7GH,2021-10-03,270.0,80.0
Aftershave,ASLF2US5JACAJEXB,2021-10-01,135.0,25.0
Aftershave,ASLF2US5JACAJEXB,2021-10-04,142.0,25.0
Aftershave,ASLF2US5MMM8CXT9,2021-10-01,167.0,7.0
Aftershave,ASLF2US5MMM8CXT9,2021-10-03,169.0,7.0
Aftershave,ASLF2US5MMM8CXT9,2021-10-05,199.0,7.0
Aftershave,ASLF3974TZGB4QAM,2021-10-01,94.0,345.0
Aftershave,ASLF3974TZGB4QAM,2021-10-02,71.0,345.0
Aftershave,ASLF3974TZGB4QAM,2021-10-03,69.0,345.0
Aftershave,ASLF3974TZGB4QAM,2021-10-04,75.0,345.0
Aftershave,ASLF3974TZGB4QAM,2021-10-05,70.0,346.0
Aftershave,ASLF4HXZZXZBZXYE,2021-10-01,43.0,244.0
Aftershave,ASLF4HXZZXZBZXYE,2021-10-02,43.0,245.0
Aftershave,ASLF4HXZZXZBZXYE,2021-10-03,47.0,245.0
Aftershave,ASLF4HXZZXZBZXYE,2021-10-04,54.0,245.0
Aftershave,ASLF4HXZZXZBZXYE,2021-10-05,71.0,245.0
Aftershave,ASLF4N5BWGEQ2NMK,2021-10-01,8.0,3412.0
Aftershave,ASLF4N5BWGEQ2NMK,2021-10-02,8.0,3416.0
Aftershave,ASLF4N5BWGEQ2NMK,2021-10-03,9.0,3421.0
Aftershave,ASLF4N5BWGEQ2NMK,2021-10-04,8.0,3428.0
Aftershave,ASLF4N5BWGEQ2NMK,2021-10-05,9.0,3434.0
Aftershave,ASLF5G37QJVWVFA5,2021-10-01,190.0,10.0
Aftershave,ASLF5G37QJVWVFA5,2021-10-03,143.0,10.0
Aftershave,ASLF5G37QJVWVFA5,2021-10-04,12.0,10.0
Aftershave,ASLF5G37QJVWVFA5,2021-10-05,16.0,10.0
Aftershave,ASLF64DCHDPJD3XG,2021-10-01,115.0,18.0
Aftershave,ASLF64DCHDPJD3XG,2021-10-02,99.0,18.0
Aftershave,ASLF7ASUG7ZH3XJH,2021-10-01,98.0,128.0
Aftershave,ASLF7ASUG7ZH3XJH,2021-10-02,94.0,128.0
Aftershave,ASLF7ASUG7ZH3XJH,2021-10-03,82.0,128.0
Aftershave,ASLF7ASUG7ZH3XJH,2021-10-04,82.0,128.0
Aftershave,ASLF88KSAYQVQUGU,2021-10-01,313.0,42.0
Aftershave,ASLF88KSAYQVQUGU,2021-10-05,241.0,42.0
Aftershave,ASLF89J4NH9SBTZH,2021-10-02,335.0,9.0
Aftershave,ASLF89J4NH9SBTZH,2021-10-03,329.0,9.0
Aftershave,ASLF89J4NH9SBTZH,2021-10-05,318.0,9.0
Aftershave,ASLF94CHQHV24ZA8,2021-10-01,62.0,83.0
Aftershave,ASLF94CHQHV24ZA8,2021-10-02,42.0,83.0
Aftershave,ASLF94CHQHV24ZA8,2021-10-03,59.0,83.0
Aftershave,ASLF94CHQHV24ZA8,2021-10-04,53.0,83.0
Aftershave,ASLF94CHQHV24ZA8,2021-10-05,69.0,83.0
Aftershave,ASLFA2MTYAXGPNFG,2021-10-03,193.0,62.0
Aftershave,ASLFA2MTYAXGPNFG,2021-10-05,177.0,62.0
Aftershave,ASLFAJWQM8YAKXSX,2021-10-01,45.0,83.0
Aftershave,ASLFAJWQM8YAKXSX,2021-10-02,51.0,83.0
Aftershave,ASLFAJWQM8YAKXSX,2021-10-03,53.0,83.0
Aftershave,ASLFAJWTCA3THNFM,2021-10-02,311.0,21.0
Aftershave,ASLFAJWTCA3THNFM,2021-10-03,303.0,21.0
Aftershave,ASLFAYYK7RWJTPPU,2021-10-01,353.0,58.0
Aftershave,ASLFAYYK7RWJTPPU,2021-10-03,365.0,58.0
Aftershave,ASLFAYYK7RWJTPPU,2021-10-05,369.0,58.0
Aftershave,ASLFBFF4KQG64Z6V,2021-10-03,347.0,26.0
Aftershave,ASLFBFF4KQG64Z6V,2021-10-05,358.0,26.0
Aftershave,ASLFBQK9UPACGV8Q,2021-10-02,80.0,225.0
Aftershave,ASLFBQK9UPACGV8Q,2021-10-05,76.0,225.0
Aftershave,ASLFCQ2ZHUQ4UQ8P,2021-10-01,382.0,56.0
Aftershave,ASLFCQ2ZHUQ4UQ8P,2021-10-05,370.0,56.0
Aftershave,ASLFDVUEAGFHG7FZ,2021-10-02,329.0,5.0
Aftershave,ASLFDVUEAGFHG7FZ,2021-10-03,322.0,5.0
Aftershave,ASLFDWFSBUHNZS7F,2021-10-02,179.0,6.0
Aftershave,ASLFDWFSBUHNZS7F,2021-10-03,171.0,6.0
Aftershave,ASLFDWFSBUHNZS7F,2021-10-05,193.0,6.0
Aftershave,ASLFE3MVR78QB99H,2021-10-02,363.0,45.0
Aftershave,ASLFE3MVR78QB99H,2021-10-05,330.0,45.0
Aftershave,ASLFF6HPZ5FNHWGT,2021-10-04,115.0,24.0
Aftershave,ASLFF6HPZ5FNHWGT,2021-10-05,113.0,24.0
Aftershave,ASLFFCD4CN9ZZG8G,2021-10-01,7.0,941.0
Aftershave,ASLFFCD4CN9ZZG8G,2021-10-02,9.0,948.0
Aftershave,ASLFFCD4CN9ZZG8G,2021-10-03,13.0,958.0
Aftershave,ASLFFCD4CN9ZZG8G,2021-10-04,10.0,966.0
Aftershave,ASLFFCD4CN9ZZG8G,2021-10-05,13.0,974.0
Aftershave,ASLFFTGJ9M9TQ7GQ,2021-10-05,49.0,102.0
Aftershave,ASLFFYWWBNJM3KQP,2021-10-03,122.0,8.0
Aftershave,ASLFGFPRBWYXW2GY,2021-10-01,370.0,10.0
Aftershave,ASLFGFPRBWYXW2GY,2021-10-02,375.0,10.0
Aftershave,ASLFGFPRBWYXW2GY,2021-10-03,371.0,10.0
Aftershave,ASLFGFPRBWYXW2GY,2021-10-05,366.0,10.0
Aftershave,ASLFGK32XFPR8YVC,2021-10-01,381.0,41.0
Aftershave,ASLFGK32XFPR8YVC,2021-10-02,389.0,41.0
Aftershave,ASLFGK32XFPR8YVC,2021-10-03,385.0,41.0
Aftershave,ASLFGK32XFPR8YVC,2021-10-05,391.0,41.0
Aftershave,ASLFGNMXX9TMVHSW,2021-10-01,72.0,46.0
Aftershave,ASLFGNMXX9TMVHSW,2021-10-03,79.0,47.0
Aftershave,ASLFGNNEUDDVUQRF,2021-10-01,245.0,12.0
Aftershave,ASLFGNNEUDDVUQRF,2021-10-02,299.0,12.0
Aftershave,ASLFGNNEUDDVUQRF,2021-10-03,291.0,12.0
Aftershave,ASLFGNNEUDDVUQRF,2021-10-04,69.0,12.0
Aftershave,ASLFGNNEUDDVUQRF,2021-10-05,63.0,12.0
Aftershave,ASLFGVB9HFCSVJX4,2021-10-02,2.0,450.0
Aftershave,ASLFGVB9HFCSVJX4,2021-10-03,2.0,454.0
Aftershave,ASLFGVB9HFCSVJX4,2021-10-04,2.0,456.0
Aftershave,ASLFGVB9HFCSVJX4,2021-10-05,2.0,456.0
Aftershave,ASLFGZPCZQZX8WHU,2021-10-03,358.0,131.0
Aftershave,ASLFHRXBWYGAZPRY,2021-10-02,38.0,83.0
Aftershave,ASLFHRXBWYGAZPRY,2021-10-03,37.0,83.0
Aftershave,ASLFHRXBWYGAZPRY,2021-10-04,33.0,83.0
