Product_ID,Product_Price,Product_Quantity,Created_At,Category_ID,Volume
1003501,450,,2021-10-22,595,
1003501,450,,2021-10-23,595,
1003501,450,,2021-10-24,595,
1003501,450,,2021-10-25,595,
1003501,450,,2021-10-26,595,
1003501,450,,2021-10-27,595,
1003501,450,,2021-10-22,8399,
1003501,450,,2021-10-23,8399,
1003501,450,,2021-10-24,8399,
1003501,450,,2021-10-25,8399,
1003501,450,,2021-10-26,8399,
1003501,450,,2021-10-27,8399,
1003501,450,,2021-10-22,8401,
1003501,450,,2021-10-23,8401,
1003501,450,,2021-10-24,8401,
1003501,450,,2021-10-25,8401,
1003501,450,,2021-10-26,8401,
1003501,450,,2021-10-27,8401,
1003501,450,,2021-10-22,8435,
1003501,450,,2021-10-23,8435,
1003501,450,,2021-10-24,8435,
1003501,450,,2021-10-25,8435,
1003501,450,,2021-10-26,8435,
1003501,450,,2021-10-27,8435,
1003501,450,,2021-10-22,8437,
1003501,450,,2021-10-23,8437,
1003501,450,,2021-10-24,8437,
1003501,450,,2021-10-25,8437,
1003501,450,,2021-10-26,8437,
1003501,450,,2021-10-27,8437,
1003501,450,,2021-10-22,8440,
1003501,450,,2021-10-23,8440,
1003501,450,,2021-10-24,8440,
1003501,450,,2021-10-25,8440,
1003501,450,,2021-10-26,8440,
1003501,450,,2021-10-27,8440,
1003501,450,,2021-10-22,8441,
1003501,450,,2021-10-23,8441,
1003501,450,,2021-10-24,8441,
1003501,450,,2021-10-25,8441,
1003501,450,,2021-10-26,8441,
1003501,450,,2021-10-27,8441,
1003501,450,,2021-10-22,8444,
1003501,450,,2021-10-23,8444,
1003501,450,,2021-10-24,8444,
1003501,450,,2021-10-25,8444,
1003501,450,,2021-10-26,8444,
1003501,450,,2021-10-27,8444,
1003501,450,,2021-10-22,8448,
1003501,450,,2021-10-23,8448,
1003501,450,,2021-10-24,8448,
1003501,450,,2021-10-25,8448,
1003501,450,,2021-10-26,8448,
1003501,450,,2021-10-27,8448,
1003502,750,,2021-10-22,595,
1003502,750,,2021-10-23,595,
1003502,750,,2021-10-24,595,
1003502,750,,2021-10-25,595,
1003502,750,,2021-10-26,595,
1003502,750,,2021-10-27,595,
1003502,750,,2021-10-22,8399,
1003502,750,,2021-10-23,8399,
1003502,750,,2021-10-24,8399,
1003502,750,,2021-10-25,8399,
1003502,750,,2021-10-26,8399,
1003502,750,,2021-10-27,8399,
1003502,750,,2021-10-22,8401,
1003502,750,,2021-10-23,8401,
1003502,750,,2021-10-24,8401,
1003502,750,,2021-10-25,8401,
1003502,750,,2021-10-26,8401,
1003502,750,,2021-10-27,8401,
1003502,750,,2021-10-22,8435,
1003502,750,,2021-10-23,8435,
1003502,750,,2021-10-24,8435,
1003502,750,,2021-10-25,8435,
1003502,750,,2021-10-26,8435,
1003502,750,,2021-10-27,8435,
1003502,750,,2021-10-22,8437,
1003502,750,,2021-10-23,8437,
1003502,750,,2021-10-24,8437,
1003502,750,,2021-10-25,8437,
1003502,750,,2021-10-26,8437,
1003502,750,,2021-10-27,8437,
1003502,750,,2021-10-22,8440,
1003502,750,,2021-10-23,8440,
1003502,750,,2021-10-24,8440,
1003502,750,,2021-10-25,8440,
1003502,750,,2021-10-26,8440,
1003502,750,,2021-10-27,8440,
1003502,750,,2021-10-22,8441,
1003502,750,,2021-10-23,8441,
1003502,750,,2021-10-24,8441,
1003502,750,,2021-10-25,8441,
1003502,750,,2021-10-26,8441,
1003502,750,,2021-10-27,8441,
1003502,750,,2021-10-22,8444,
1003502,750,,2021-10-23,8444,
1003502,750,,2021-10-24,8444,
1003502,750,,2021-10-25,8444,
1003502,750,,2021-10-26,8444,
1003502,750,,2021-10-27,8444,
1003502,750,,2021-10-22,8448,
1003502,750,,2021-10-23,8448,
1003502,750,,2021-10-24,8448,
1003502,750,,2021-10-25,8448,
1003502,750,,2021-10-26,8448,
1003502,750,,2021-10-27,8448,
1003503,1500,,2021-10-22,595,
1003503,1500,,2021-10-23,595,
1003503,1500,,2021-10-24,595,
1003503,1500,,2021-10-25,595,
1003503,1500,,2021-10-26,595,
1003503,1500,,2021-10-27,595,
1003503,1500,,2021-10-22,8399,
1003503,1500,,2021-10-23,8399,
1003503,1500,,2021-10-24,8399,
1003503,1500,,2021-10-25,8399,
1003503,1500,,2021-10-26,8399,
1003503,1500,,2021-10-27,8399,
1003503,1500,,2021-10-22,8401,
1003503,1500,,2021-10-23,8401,
1003503,1500,,2021-10-24,8401,
1003503,1500,,2021-10-25,8401,
1003503,1500,,2021-10-26,8401,
1003503,1500,,2021-10-27,8401,
1003503,1500,,2021-10-22,8435,
1003503,1500,,2021-10-23,8435,
1003503,1500,,2021-10-24,8435,
1003503,1500,,2021-10-25,8435,
1003503,1500,,2021-10-26,8435,
1003503,1500,,2021-10-27,8435,
1003503,1500,,2021-10-22,8437,
1003503,1500,,2021-10-23,8437,
1003503,1500,,2021-10-24,8437,
1003503,1500,,2021-10-25,8437,
1003503,1500,,2021-10-26,8437,
1003503,1500,,2021-10-27,8437,
1003503,1500,,2021-10-22,8440,
1003503,1500,,2021-10-23,8440,
1003503,1500,,2021-10-24,8440,
1003503,1500,,2021-10-25,8440,
1003503,1500,,2021-10-26,8440,
1003503,1500,,2021-10-27,8440,
1003503,1500,,2021-10-22,8441,
1003503,1500,,2021-10-23,8441,
1003503,1500,,2021-10-24,8441,
1003503,1500,,2021-10-25,8441,
1003503,1500,,2021-10-26,8441,
1003503,1500,,2021-10-27,8441,
1003503,1500,,2021-10-22,8444,
1003503,1500,,2021-10-23,8444,
1003503,1500,,2021-10-24,8444,
1003503,1500,,2021-10-25,8444,
1003503,1500,,2021-10-26,8444,
1003503,1500,,2021-10-27,8444,
1003503,1500,,2021-10-22,8448,
1003503,1500,,2021-10-23,8448,
1003503,1500,,2021-10-24,8448,
1003503,1500,,2021-10-25,8448,
1003503,1500,,2021-10-26,8448,
1003503,1500,,2021-10-27,8448,
1003504,949,,2021-10-22,595,
1003504,949,,2021-10-23,595,
1003504,949,,2021-10-24,595,
1003504,949,,2021-10-25,595,
1003504,949,,2021-10-26,595,
1003504,949,,2021-10-27,595,
1003504,949,,2021-10-22,8393,
1003504,949,,2021-10-23,8393,
1003504,949,,2021-10-24,8393,
1003504,949,,2021-10-25,8393,
1003504,949,,2021-10-26,8393,
1003504,949,,2021-10-27,8393,
1003504,949,,2021-10-22,8397,
1003504,949,,2021-10-23,8397,
1003504,949,,2021-10-24,8397,
1003504,949,,2021-10-25,8397,
1003504,949,,2021-10-26,8397,
1003504,949,,2021-10-27,8397,
1003504,949,,2021-10-22,8399,
1003504,949,,2021-10-23,8399,
1003504,949,,2021-10-24,8399,
1003504,949,,2021-10-25,8399,
1003504,949,,2021-10-26,8399,
1003504,949,,2021-10-27,8399,
1003504,949,,2021-10-22,8401,
1003504,949,,2021-10-23,8401,
1003504,949,,2021-10-24,8401,
1003504,949,,2021-10-25,8401,
1003504,949,,2021-10-26,8401,
1003504,949,,2021-10-27,8401,
1003504,949,,2021-10-22,8435,
1003504,949,,2021-10-23,8435,
1003504,949,,2021-10-24,8435,
1003504,949,,2021-10-25,8435,
1003504,949,,2021-10-26,8435,
1003504,949,,2021-10-27,8435,
1003504,949,,2021-10-22,8437,
1003504,949,,2021-10-23,8437,
1003504,949,,2021-10-24,8437,
1003504,949,,2021-10-25,8437,
1003504,949,,2021-10-26,8437,
1003504,949,,2021-10-27,8437,
1003504,949,,2021-10-22,8440,
1003504,949,,2021-10-23,8440,
1003504,949,,2021-10-24,8440,
1003504,949,,2021-10-25,8440,
1003504,949,,2021-10-26,8440,
1003504,949,,2021-10-27,8440,
1003504,949,,2021-10-22,8441,
1003504,949,,2021-10-23,8441,
1003504,949,,2021-10-24,8441,
1003504,949,,2021-10-25,8441,
1003504,949,,2021-10-26,8441,
1003504,949,,2021-10-27,8441,
1003504,949,,2021-10-22,8444,
1003504,949,,2021-10-23,8444,
1003504,949,,2021-10-24,8444,
1003504,949,,2021-10-25,8444,
1003504,949,,2021-10-26,8444,
1003504,949,,2021-10-27,8444,
1003504,949,,2021-10-22,8448,
1003504,949,,2021-10-23,8448,
1003504,949,,2021-10-24,8448,
1003504,949,,2021-10-25,8448,
1003504,949,,2021-10-26,8448,
1003504,949,,2021-10-27,8448,
1003505,1249,,2021-10-22,595,
1003505,1249,,2021-10-23,595,
1003505,1249,,2021-10-24,595,
1003505,1249,,2021-10-25,595,
1003505,1249,,2021-10-26,595,
1003505,1249,,2021-10-27,595,
1003505,1249,,2021-10-22,8393,
1003505,1249,,2021-10-23,8393,
1003505,1249,,2021-10-24,8393,
1003505,1249,,2021-10-25,8393,
1003505,1249,,2021-10-26,8393,
1003505,1249,,2021-10-27,8393,
1003505,1249,,2021-10-22,8397,
1003505,1249,,2021-10-23,8397,
1003505,1249,,2021-10-24,8397,
1003505,1249,,2021-10-25,8397,
1003505,1249,,2021-10-26,8397,
1003505,1249,,2021-10-27,8397,
1003505,1249,,2021-10-22,8399,
1003505,1249,,2021-10-23,8399,
1003505,1249,,2021-10-24,8399,
1003505,1249,,2021-10-25,8399,
1003505,1249,,2021-10-26,8399,
1003505,1249,,2021-10-27,8399,
1003505,1249,,2021-10-22,8401,
1003505,1249,,2021-10-23,8401,
1003505,1249,,2021-10-24,8401,
1003505,1249,,2021-10-25,8401,
1003505,1249,,2021-10-26,8401,
1003505,1249,,2021-10-27,8401,
1003505,1249,,2021-10-22,8435,
1003505,1249,,2021-10-23,8435,
1003505,1249,,2021-10-24,8435,
1003505,1249,,2021-10-25,8435,
1003505,1249,,2021-10-26,8435,
1003505,1249,,2021-10-27,8435,
1003505,1249,,2021-10-22,8437,
1003505,1249,,2021-10-23,8437,
1003505,1249,,2021-10-24,8437,
1003505,1249,,2021-10-25,8437,
1003505,1249,,2021-10-26,8437,
1003505,1249,,2021-10-27,8437,
1003505,1249,,2021-10-22,8440,
1003505,1249,,2021-10-23,8440,
1003505,1249,,2021-10-24,8440,
1003505,1249,,2021-10-25,8440,
1003505,1249,,2021-10-26,8440,
1003505,1249,,2021-10-27,8440,
1003505,1249,,2021-10-22,8441,
1003505,1249,,2021-10-23,8441,
