Channel_ID,Video_Category_Name,score_pct
UC87crFdFZH5O3MQAXBB9qQA,People & Blogs,1.0
UC89rPuzRVHTnMHbZrCRYMng,People & Blogs,1.0
UC8Aiy6ejyRR2bGSbapl5OhQ,People & Blogs,1.0
UC8ZRiu_mBJwuMHcdIpKjTfA,People & Blogs,1.0
UC8cO1I1aaQ9oZIJJyDBFuKQ,People & Blogs,1.0
UC8ddOolCG98C3D-CpiNOLKg,People & Blogs,1.0
UC8f-BbdxSjx7L1yvG7IKZeQ,Entertainment,1.0
UC96pqPDlAic2Lc97wfONHCw,Entertainment,1.0
UC9HxaAvyejN2mCZ24qhT8AQ,People & Blogs,1.0
UC9S4dwNL3ZCdtSXjiBQT58Q,Travel & Events,1.0
UC9XHcmMNQK6gj3DwvQdfbXw,People & Blogs,1.0
UC9yuIuCyyCnp91NjBwBEuDQ,Howto & Style,0.2168984108866994
UC9yuIuCyyCnp91NjBwBEuDQ,People & Blogs,0.7831015891133006
UCAAZehg3MDfoAUE7aCGJsAw,Entertainment,0.42158222503022064
UCAAZehg3MDfoAUE7aCGJsAw,People & Blogs,0.5784177749697793
UCAVKwElJJNvs-_cT4d3YSGw,Entertainment,1.0
UCAY7J49VQ8LQ3ACyfdIuB6w,Entertainment,0.3184378230430973
UCAY7J49VQ8LQ3ACyfdIuB6w,People & Blogs,0.6815621769569027
UCAZJmU5VvE3FyFmC9EWWvVA,Entertainment,0.027298624987475394
UCAZJmU5VvE3FyFmC9EWWvVA,Gaming,0.9702253773536864
UCAZJmU5VvE3FyFmC9EWWvVA,People & Blogs,0.0013534333726622964
UCAZJmU5VvE3FyFmC9EWWvVA,Travel & Events,0.001122564286175869
UCAZO8rF1rWlqmil6cr7vORw,Entertainment,1.0
UCAov2BBv1ZJav0c_yHEciAw,Comedy,0.004747313658930379
UCAov2BBv1ZJav0c_yHEciAw,Entertainment,0.020099168844716964
UCAov2BBv1ZJav0c_yHEciAw,Gaming,0.7682848678229833
UCAov2BBv1ZJav0c_yHEciAw,Music,0.003906553278484081
UCAov2BBv1ZJav0c_yHEciAw,People & Blogs,0.20296209639488524
UCBC4ZzCCUCAr1wOcHJ70JOg,Autos & Vehicles,0.40694160550899877
UCBC4ZzCCUCAr1wOcHJ70JOg,People & Blogs,0.5930583944910012
UCBCBAP1gIk2ZSxxkM0SzxNA,Music,0.0035034544446617237
UCBCBAP1gIk2ZSxxkM0SzxNA,People & Blogs,0.9755482634200245
UCBCBAP1gIk2ZSxxkM0SzxNA,Travel & Events,0.020948282135313707
UCBUznc06aXW8phsL68FnGqA,People & Blogs,1.0
UCBZsm5mHfRi7HrKUDOIGRKQ,Entertainment,0.8902757719822602
UCBZsm5mHfRi7HrKUDOIGRKQ,People & Blogs,0.10972422801773989
UCBeOoFq84k9d5xRRjOpQ6xQ,People & Blogs,1.0
UCBrL3-MSErl_XoW_iqLoQOQ,People & Blogs,1.0
UCBu8GHpHy9vX8ixdTb38kIQ,Entertainment,1.0
UCCAlmXL95GaAcI_VtOg8KBw,Entertainment,1.0
UCCLzJP8T09kuoy3OGPHNs5g,Autos & Vehicles,0.0007981465226752214
UCCLzJP8T09kuoy3OGPHNs5g,Entertainment,0.9942283893082721
UCCLzJP8T09kuoy3OGPHNs5g,Howto & Style,0.0034219419189649024
UCCLzJP8T09kuoy3OGPHNs5g,People & Blogs,0.0015515222500877724
UCCZKS_WY6ZrGSxvwsKbhIYw,Howto & Style,0.4295499439273324
UCCZKS_WY6ZrGSxvwsKbhIYw,People & Blogs,0.5704500560726675
UCCbmj-8LAhSE3DhC1gatLyg,People & Blogs,1.0
UCCcKNYWJGJ42OSXOR4cHyxg,Entertainment,1.0
UCCifgw5heieu3rESMxs_oRQ,People & Blogs,1.0
UCCnfs4g-hgr6ouA2UtA3oRA,Howto & Style,1.0
UCCowzpLYUF9jiAiRvjVZUWg,People & Blogs,1.0
UCD37981S1CK7JQhrvaYsG4Q,People & Blogs,1.0
UCDBw9CkXARRKNL8TBLgqtng,Comedy,0.06893508730305187
UCDBw9CkXARRKNL8TBLgqtng,Entertainment,0.9270528563519891
UCDBw9CkXARRKNL8TBLgqtng,Travel & Events,0.004012056344959094
UCDIuIf4lKDneweAYP1ZhDiQ,People & Blogs,1.0
UCDK1UE2GdiGj0TrTY53Y_JQ,Music,0.002951911098766219
UCDK1UE2GdiGj0TrTY53Y_JQ,People & Blogs,0.9970480889012338
UCDNSHF22eETwx4JwTzxXM1A,Entertainment,1.0
UCDSuJxdCnHYGmn6S8-IvejQ,Howto & Style,1.0
