Product_ID,Date,Offer_ID,Times_Occurred,Offer_Description,Est_Units_Sold
1338610,2021-12-16,106324,9,Additional 15% off on purchase worth Rs. 1500/-,86.0
1338610,2021-12-17,106323,1,Additional 10% off on purchase worth Rs. 1000/-,0.0
1338610,2021-12-17,106324,1,Additional 15% off on purchase worth Rs. 1500/-,0.0
1338610,2021-12-19,106545,11,Additional 15% off on purchase worth Rs. 1500/-,0.0
1338610,2021-12-20,106545,2,Additional 15% off on purchase worth Rs. 1500/-,199.0
1338610,2021-12-22,106643,9,Additional 5% Off on purchase of 2+ products,28.0
1338610,2021-12-23,106643,2,Additional 5% Off on purchase of 2+ products,140.0
1338610,2022-02-09,109802,9,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",174.0
1338610,2022-02-10,109802,2,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",39.0
1338610,2022-02-12,109974,9,Buy 2 Get 10% Off on MRP,206.0
1338610,2022-02-13,109974,2,Buy 2 Get 10% Off on MRP,245.0
1338610,2022-02-15,110160,9,Buy 2 Get 10% Off on MRP,296.0
1338610,2022-02-16,110160,3,Buy 2 Get 10% Off on MRP,141.0
1338610,2022-02-19,110408,9,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,113.0
1338610,2022-02-20,110408,12,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,278.0
1338610,2022-02-21,110386,9,Buy 2 Get 1 Free! *(Add 3 singles to the cart and get 1 free),158.0
1338610,2022-02-21,110408,3,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,158.0
1411967,2021-12-16,106323,10,Additional 10% off on purchase worth Rs. 1000/-,44.0
1411967,2021-12-16,106324,10,Additional 15% off on purchase worth Rs. 1500/-,44.0
1411967,2021-12-17,106323,2,Additional 10% off on purchase worth Rs. 1000/-,35.0
1411967,2021-12-17,106324,2,Additional 15% off on purchase worth Rs. 1500/-,35.0
1411967,2021-12-19,106545,9,Additional 15% off on purchase worth Rs. 1500/-,62.0
1411967,2021-12-20,106545,1,Additional 15% off on purchase worth Rs. 1500/-,53.0
1411967,2021-12-22,106643,9,Additional 5% Off on purchase of 2+ products,130.0
1411967,2022-02-09,109802,9,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",65.0
1411967,2022-02-10,109802,2,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",0.0
1411967,2022-02-12,109974,9,Buy 2 Get 10% Off on MRP,41.0
1411967,2022-02-13,109974,2,Buy 2 Get 10% Off on MRP,123.0
1411967,2022-02-15,110160,9,Buy 2 Get 10% Off on MRP,127.0
1411967,2022-02-16,110160,2,Buy 2 Get 10% Off on MRP,127.0
1411967,2022-02-19,110408,9,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,96.0
1411967,2022-02-20,110408,12,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,101.0
1411967,2022-02-21,110386,9,Buy 2 Get 1 Free! *(Add 3 singles to the cart and get 1 free),110.0
1411967,2022-02-21,110408,3,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,110.0
1467106,2021-12-16,106323,9,Additional 10% off on purchase worth Rs. 1000/-,228.0
1467106,2021-12-16,106324,9,Additional 15% off on purchase worth Rs. 1500/-,228.0
1467106,2021-12-17,106323,1,Additional 10% off on purchase worth Rs. 1000/-,283.0
1467106,2021-12-17,106324,1,Additional 15% off on purchase worth Rs. 1500/-,283.0
1467106,2021-12-19,106545,10,Additional 15% off on purchase worth Rs. 1500/-,281.0
1467106,2021-12-20,106545,1,Additional 15% off on purchase worth Rs. 1500/-,249.0
1467106,2021-12-22,106643,7,Additional 5% Off on purchase of 2+ products,419.0
1467106,2021-12-23,106643,1,Additional 5% Off on purchase of 2+ products,71.0
1467106,2022-02-09,109802,9,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",317.0
1467106,2022-02-10,109802,2,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",228.0
1467106,2022-02-12,109974,9,Buy 2 Get 10% Off on MRP,391.0
1467106,2022-02-13,109974,2,Buy 2 Get 10% Off on MRP,246.0
1467106,2022-02-15,110160,9,Buy 2 Get 10% Off on MRP,0.0
1467106,2022-02-16,110160,2,Buy 2 Get 10% Off on MRP,1.0
1467106,2022-02-19,110408,9,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,2.0
1467106,2022-02-20,110408,12,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,0.0
1467106,2022-02-21,110386,9,Buy 2 Get 1 Free! *(Add 3 singles to the cart and get 1 free),0.0
1467106,2022-02-21,110408,3,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,0.0
2777162,2021-12-16,106323,8,Additional 10% off on purchase worth Rs. 1000/-,4.0
2777162,2021-12-16,106324,8,Additional 15% off on purchase worth Rs. 1500/-,4.0
2777162,2021-12-17,106323,2,Additional 10% off on purchase worth Rs. 1000/-,0.0
2777162,2021-12-17,106324,2,Additional 15% off on purchase worth Rs. 1500/-,0.0
2777162,2021-12-19,106545,8,Additional 15% off on purchase worth Rs. 1500/-,14.0
2777162,2021-12-20,106545,1,Additional 15% off on purchase worth Rs. 1500/-,19.0
2777162,2021-12-22,106643,9,Additional 5% Off on purchase of 2+ products,13.0
2777162,2021-12-23,106643,2,Additional 5% Off on purchase of 2+ products,16.0
2777162,2022-02-09,109802,9,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",8.0
2777162,2022-02-10,109802,2,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",0.0
2777162,2022-02-12,109974,9,Buy 2 Get 10% Off on MRP,17.0
2777162,2022-02-13,109974,2,Buy 2 Get 10% Off on MRP,19.0
2777162,2022-02-15,110160,9,Buy 2 Get 10% Off on MRP,14.0
2777162,2022-02-16,110160,2,Buy 2 Get 10% Off on MRP,17.0
2777162,2022-02-19,110408,9,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,9.0
2777162,2022-02-20,110408,12,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,11.0
2777162,2022-02-21,110386,9,Buy 2 Get 1 Free! *(Add 3 singles to the cart and get 1 free),21.0
2777162,2022-02-21,110408,2,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,21.0
2812174,2021-12-16,106323,9,Additional 10% off on purchase worth Rs. 1000/-,328.0
2812174,2021-12-16,106324,9,Additional 15% off on purchase worth Rs. 1500/-,328.0
2812174,2021-12-17,106323,2,Additional 10% off on purchase worth Rs. 1000/-,307.0
2812174,2021-12-17,106324,2,Additional 15% off on purchase worth Rs. 1500/-,307.0
2812174,2021-12-19,106545,8,Additional 15% off on purchase worth Rs. 1500/-,306.0
2812174,2021-12-20,106545,1,Additional 15% off on purchase worth Rs. 1500/-,309.0
2812174,2021-12-22,106643,9,Additional 5% Off on purchase of 2+ products,195.0
2812174,2021-12-23,106643,2,Additional 5% Off on purchase of 2+ products,1.0
2812174,2022-02-09,109802,9,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",384.0
2812174,2022-02-10,109802,2,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",163.0
2812174,2022-02-12,109974,9,Buy 2 Get 10% Off on MRP,1.0
2812174,2022-02-13,109974,3,Buy 2 Get 10% Off on MRP,0.0
2812174,2022-02-15,110160,9,Buy 2 Get 10% Off on MRP,29.0
2812174,2022-02-16,110160,3,Buy 2 Get 10% Off on MRP,548.0
2812174,2022-02-19,110408,9,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,0.0
2812174,2022-02-20,110408,12,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,452.0
2812174,2022-02-21,110386,9,Buy 2 Get 1 Free! *(Add 3 singles to the cart and get 1 free),165.0
2812174,2022-02-21,110408,3,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,165.0
2812175,2021-12-16,106323,10,Additional 10% off on purchase worth Rs. 1000/-,84.0
2812175,2021-12-16,106324,10,Additional 15% off on purchase worth Rs. 1500/-,84.0
2812175,2021-12-17,106323,2,Additional 10% off on purchase worth Rs. 1000/-,222.0
2812175,2021-12-17,106324,2,Additional 15% off on purchase worth Rs. 1500/-,222.0
2812175,2021-12-19,106545,9,Additional 15% off on purchase worth Rs. 1500/-,144.0
2812175,2021-12-20,106545,1,Additional 15% off on purchase worth Rs. 1500/-,153.0
2812175,2021-12-22,106643,10,Additional 5% Off on purchase of 2+ products,36.0
2812175,2021-12-23,106643,2,Additional 5% Off on purchase of 2+ products,158.0
2812175,2022-02-09,109802,9,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",72.0
2812175,2022-02-10,109802,2,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",92.0
2812175,2022-02-12,109974,9,Buy 2 Get 10% Off on MRP,105.0
2812175,2022-02-13,109974,2,Buy 2 Get 10% Off on MRP,215.0
2812175,2022-02-15,110160,9,Buy 2 Get 10% Off on MRP,124.0
2812175,2022-02-16,110160,3,Buy 2 Get 10% Off on MRP,94.0
2812175,2022-02-19,110408,9,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,47.0
2812175,2022-02-20,110408,12,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,104.0
2812175,2022-02-21,110386,9,Buy 2 Get 1 Free! *(Add 3 singles to the cart and get 1 free),285.0
2812175,2022-02-21,110408,2,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,285.0
4469352,2022-02-09,109802,9,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",10.0
4469352,2022-02-10,109802,2,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",14.0
4469352,2022-02-12,109974,9,Buy 2 Get 10% Off on MRP,12.0
4469352,2022-02-13,109974,2,Buy 2 Get 10% Off on MRP,18.0
4469352,2022-02-15,110160,9,Buy 2 Get 10% Off on MRP,21.0
4469352,2022-02-16,110160,2,Buy 2 Get 10% Off on MRP,25.0
4469352,2022-02-19,110408,9,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,17.0
4469352,2022-02-20,110408,12,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,22.0
4469352,2022-02-21,110386,9,Buy 2 Get 1 Free! *(Add 3 singles to the cart and get 1 free),26.0
4469352,2022-02-21,110408,2,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,26.0
4469353,2022-02-09,109802,9,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",9.0
4469353,2022-02-10,109802,2,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",5.0
4469353,2022-02-12,109974,9,Buy 2 Get 10% Off on MRP,6.0
4469353,2022-02-13,109974,2,Buy 2 Get 10% Off on MRP,11.0
4469353,2022-02-15,110160,9,Buy 2 Get 10% Off on MRP,8.0
4469353,2022-02-16,110160,3,Buy 2 Get 10% Off on MRP,18.0
4469353,2022-02-19,110408,9,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,17.0
4469353,2022-02-20,110408,12,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,16.0
4469353,2022-02-21,110386,9,Buy 2 Get 1 Free! *(Add 3 singles to the cart and get 1 free),19.0
4469353,2022-02-21,110408,3,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,19.0
4524074,2022-02-09,109802,9,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",41.0
4524074,2022-02-10,109802,3,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",50.0
4524074,2022-02-12,109974,9,Buy 2 Get 10% Off on MRP,89.0
4524074,2022-02-13,109974,3,Buy 2 Get 10% Off on MRP,92.0
4524074,2022-02-15,110160,9,Buy 2 Get 10% Off on MRP,75.0
4524074,2022-02-16,110160,3,Buy 2 Get 10% Off on MRP,131.0
4524074,2022-02-19,110408,9,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,95.0
4524074,2022-02-20,110408,12,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,78.0
4524074,2022-02-21,110386,9,Buy 2 Get 1 Free! *(Add 3 singles to the cart and get 1 free),107.0
4524074,2022-02-21,110408,2,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,107.0
4524075,2022-02-09,109802,9,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",52.0
4524075,2022-02-10,109802,2,"Get a FREE Hand Sanitizer with your order. Valid till stocks last. Offer not valid on luxe, wellness, and popup categories.",63.0
4524075,2022-02-12,109974,9,Buy 2 Get 10% Off on MRP,115.0
4524075,2022-02-13,109974,3,Buy 2 Get 10% Off on MRP,72.0
4524075,2022-02-15,110160,9,Buy 2 Get 10% Off on MRP,55.0
4524075,2022-02-16,110160,2,Buy 2 Get 10% Off on MRP,94.0
4524075,2022-02-19,110408,9,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,87.0
4524075,2022-02-20,110408,12,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,66.0
4524075,2022-02-21,110386,9,Buy 2 Get 1 Free! *(Add 3 singles to the cart and get 1 free),113.0
4524075,2022-02-21,110408,2,Free Autographed Pouch By Janhvi Kapoor On Orders of Rs.5000+. Terms & conditions apply. Offer valid until stock lasts.,113.0
