Product_ID,Date,restocking_events
497309,2021-11-16,1
497309,2021-11-18,1
497309,2021-11-20,1
497309,2021-11-26,1
497309,2021-11-27,1
497310,2021-11-16,1
497310,2021-11-20,1
497310,2021-11-24,1
497310,2021-11-27,1
497311,2021-11-14,1
497311,2021-11-16,1
497311,2021-11-18,1
497311,2021-11-19,1
497311,2021-11-22,1
497311,2021-11-24,1
497311,2021-11-26,1
497311,2021-11-28,1
497311,2021-11-30,1
497423,2021-11-16,1
497423,2021-11-18,1
497423,2021-11-19,1
497423,2021-11-22,1
497423,2021-11-24,1
497423,2021-11-28,2
497423,2021-11-30,1
513089,2021-11-16,1
513089,2021-11-20,1
513089,2021-11-22,1
530101,2021-11-15,1
530101,2021-11-18,1
530101,2021-11-20,1
530101,2021-11-22,1
530101,2021-11-23,1
530101,2021-11-27,1
540734,2021-11-16,1
540734,2021-11-18,1
540734,2021-11-19,1
540734,2021-11-23,1
540734,2021-11-27,1
540735,2021-11-15,1
540735,2021-11-18,1
540735,2021-11-20,1
540735,2021-11-22,1
540735,2021-11-23,1
540735,2021-11-30,1
559843,2021-11-14,1
559843,2021-11-15,1
559843,2021-11-16,1
559843,2021-11-18,1
559843,2021-11-19,1
559843,2021-11-24,1
559843,2021-11-28,1
559844,2021-11-14,1
559844,2021-11-16,1
559844,2021-11-18,1
559844,2021-11-20,1
559844,2021-11-22,1
559844,2021-11-25,1
559844,2021-11-28,1
572649,2021-11-15,1
572649,2021-11-18,1
572649,2021-11-20,1
572649,2021-11-24,1
572649,2021-11-26,1
572649,2021-11-27,2
572649,2021-11-28,2
574244,2021-11-15,1
574244,2021-11-16,1
574244,2021-11-18,1
574244,2021-11-20,1
574244,2021-11-22,1
574244,2021-11-28,1
574244,2021-11-30,1
580978,2021-11-14,1
580978,2021-11-16,1
580978,2021-11-18,1
580978,2021-11-19,1
580978,2021-11-22,1
580978,2021-11-26,1
603708,2021-11-14,1
603708,2021-11-16,1
603708,2021-11-18,1
603708,2021-11-20,1
603708,2021-11-22,1
603709,2021-11-15,1
603709,2021-11-18,1
603709,2021-11-20,1
603709,2021-11-22,1
603709,2021-11-29,1
627948,2021-11-16,1
627948,2021-11-17,1
627948,2021-11-18,1
627948,2021-11-20,1
627948,2021-11-22,1
627948,2021-11-26,1
627949,2021-11-14,1
627949,2021-11-16,1
627949,2021-11-20,1
627949,2021-11-25,1
627950,2021-11-16,1
627950,2021-11-18,1
627950,2021-11-20,1
627950,2021-11-28,1
640855,2021-11-30,1
686076,2021-11-13,1
686076,2021-11-16,1
686076,2021-11-18,1
686076,2021-11-20,1
690423,2021-11-16,1
690423,2021-11-18,1
690423,2021-11-20,1
690423,2021-11-22,1
690423,2021-11-26,1
728612,2021-11-16,1
728612,2021-11-18,1
728612,2021-11-19,1
728612,2021-11-24,1
728612,2021-11-26,1
728612,2021-11-27,1
728612,2021-11-28,1
740680,2021-11-14,1
740680,2021-11-16,1
740680,2021-11-18,1
740680,2021-11-20,1
740680,2021-11-23,1
740680,2021-11-28,1
745567,2021-11-15,1
745567,2021-11-16,1
745567,2021-11-17,1
745567,2021-11-18,1
745567,2021-11-20,1
745567,2021-11-22,1
745567,2021-11-28,1
758931,2021-11-13,1
758931,2021-11-16,1
758931,2021-11-17,1
758931,2021-11-18,1
758931,2021-11-20,1
758931,2021-11-22,1
758932,2021-11-16,1
758932,2021-11-17,1
758932,2021-11-18,1
758932,2021-11-20,1
758932,2021-11-27,1
758932,2021-11-29,1
758932,2021-11-30,1
774729,2021-11-16,1
774729,2021-11-18,1
774729,2021-11-20,1
774729,2021-11-22,1
774729,2021-11-25,1
774730,2021-11-16,1
774730,2021-11-18,1
774730,2021-11-20,1
774731,2021-11-18,1
774731,2021-11-21,1
774731,2021-11-24,1
774731,2021-11-26,1
774731,2021-11-29,1
774731,2021-11-30,1
779738,2021-11-14,1
779738,2021-11-16,1
779738,2021-11-18,1
779738,2021-11-19,1
779738,2021-11-23,1
779837,2021-11-18,1
779837,2021-11-24,1
779837,2021-11-28,1
779837,2021-11-30,1
779838,2021-11-18,1
779838,2021-11-28,1
781886,2021-11-13,1
781886,2021-11-17,1
781886,2021-11-19,1
781886,2021-11-24,1
781886,2021-11-27,1
783686,2021-11-15,1
783686,2021-11-16,1
783686,2021-11-18,1
783686,2021-11-26,1
783686,2021-11-27,1
783687,2021-11-16,1
783687,2021-11-22,1
783687,2021-11-24,1
783687,2021-11-27,1
783687,2021-11-29,1
800277,2021-11-16,1
800277,2021-11-20,1
800277,2021-11-22,1
807647,2021-11-13,1
807647,2021-11-15,1
807647,2021-11-16,1
807647,2021-11-18,1
807647,2021-11-20,1
807647,2021-11-24,1
807647,2021-11-27,1
807649,2021-11-13,1
807649,2021-11-14,1
807649,2021-11-16,1
807649,2021-11-17,1
807649,2021-11-19,1
807649,2021-11-22,1
807649,2021-11-23,1
807651,2021-11-15,1
807651,2021-11-16,1
807651,2021-11-18,1
807651,2021-11-20,1
807651,2021-11-22,1
814916,2021-11-15,1
814916,2021-11-16,1
814916,2021-11-18,1
814916,2021-11-20,1
814916,2021-11-28,1
814917,2021-11-25,1
814918,2021-11-18,1
814919,2021-11-18,1
814919,2021-11-22,1
825192,2021-11-13,1
825192,2021-11-14,1
825192,2021-11-15,1
825192,2021-11-16,1
825192,2021-11-18,1
825192,2021-11-20,1
825192,2021-11-26,1
825192,2021-11-27,2
825192,2021-11-28,1
825192,2021-11-30,1
825194,2021-11-26,1
861320,2021-11-13,1
861320,2021-11-18,1
861320,2021-11-20,1
861320,2021-11-25,1
861321,2021-11-14,1
861321,2021-11-16,1
861321,2021-11-22,1
861321,2021-11-25,1
861322,2021-11-15,1
861322,2021-11-22,1
861322,2021-11-23,1
861323,2021-11-17,1
861323,2021-11-22,1
861323,2021-11-29,1
861324,2021-11-15,1
861324,2021-11-18,1
861324,2021-11-29,1
862939,2021-11-14,1
862939,2021-11-29,1
910466,2021-11-13,1
910466,2021-11-14,1
910466,2021-11-16,1
910466,2021-11-18,1
910466,2021-11-20,1
910466,2021-11-22,1
910467,2021-11-15,1
910467,2021-11-16,1
910467,2021-11-17,1
910467,2021-11-18,1
910467,2021-11-24,2
910467,2021-11-25,2
910467,2021-11-26,1
910467,2021-11-27,1
910467,2021-11-28,2
910467,2021-11-29,1
910467,2021-11-30,2
910468,2021-11-13,2
910468,2021-11-14,2
910468,2021-11-16,3
910468,2021-11-17,1
910468,2021-11-18,1
910468,2021-11-20,1
910468,2021-11-23,1
910468,2021-11-24,1
910468,2021-11-25,1
910468,2021-11-27,1
910468,2021-11-28,3
910468,2021-11-30,2
910469,2021-11-13,1
910469,2021-11-15,1
910469,2021-11-17,1
910469,2021-11-18,1
910469,2021-11-24,2
910469,2021-11-25,1
910469,2021-11-28,1
910469,2021-11-29,1
910469,2021-11-30,3
910470,2021-11-13,2
910470,2021-11-14,1
910470,2021-11-15,2
910470,2021-11-17,2
910470,2021-11-19,1
910470,2021-11-22,1
910470,2021-11-24,2
910470,2021-11-25,1
910470,2021-11-27,1
910470,2021-11-28,3
910470,2021-11-30,1
935305,2021-11-15,2
935305,2021-11-16,1
935305,2021-11-18,1
935305,2021-11-20,1
935305,2021-11-28,1
976460,2021-11-22,1
976460,2021-11-26,1
