Product_ID,hourly_units_sold
1068002,
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,877.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,-255.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,-129.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,-471.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,0.0
1068002,-759.0
1068002,0.0
1068002,0.0
1068002,-1.0
1068002,-15.0
1068002,0.0
1067995,
1067995,0.0
1067995,0.0
1067995,0.0
1067995,-109.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,-139.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,-301.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,-128.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,-450.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,-226.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,0.0
1067995,-394.0
1067995,0.0
1067995,0.0
1067995,-10.0
1067995,-17.0
1067995,0.0
1067998,
1067998,0.0
1067998,0.0
1067998,0.0
1067998,1255.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,-68.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,-142.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,-62.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,-210.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,0.0
1067998,-360.0
1067998,0.0
1067998,0.0
1067998,-3.0
1067998,-7.0
1067998,0.0
1067996,
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,71.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,-102.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,-72.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,-279.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,-365.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067996,0.0
1067997,
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,174.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,-62.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,-35.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,-116.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,-247.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1067997,0.0
1068001,
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,145.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,-80.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,-56.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,-167.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,-245.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1068001,0.0
1067999,
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,260.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,-81.0
1067999,0.0
1067999,-7.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,-26.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,0.0
1067999,-66.0
1067999,0.0
1067999,0.0
